Tender ID,Product Family,IS Numbers Cited,Foreign Standards Cited,Count,Outdated Citations,Any Outdated,Document Type,Usability,Source Link,Unmatched Citations
TWAD Board - Guidelines for selction of ,Pipes (PVC and GI),IS 458; IS 1239; IS 1536; IS 1537; IS 3589; IS 4984; IS 7181; IS 8329; IS 14333; IS 15155; IS 15328; IS 15337; IS 16098,,13,,Not checked,Text PDF,Usable,https://www.twadboard.tn.gov.in/sites/default/files/Norms%20followed/TWAD%20Board%20-%20Guidelines%20for%20selction%20of%20Pipe%20materials%20in%20WSS%20and%20UGSS.pdf,IS 458; IS 1239; IS 1536; IS 1537; IS 3589; IS 7181; IS 8329; IS 15155; IS 15337
CWSS to 73 hab.veppur Bid_Document &Tech,Pipes (PVC and GI),IS 269; IS 432 (Part I); IS 456; IS 516; IS 783; IS 1139; IS 1199; IS 1239; IS 1520; IS 1536; IS 1537; IS 1592; IS 1710; IS 1786; IS 2253; IS 3043; IS 3114; IS 3370; IS 3589; IS 4082; IS 4097; IS 4985; IS 6530; IS 7323; IS 7634; IS 8030; IS 8112; IS 8329; IS 9103; IS 9283; IS 9523; IS 12288; IS 14182,,33,,Not checked,Text PDF,Usable,https://www.twadboard.tn.gov.in/sites/default/files/CWSS%20to%2073%20hab.veppur%20Bid_Document%20%26Technical%20specification%20.pdf,IS 269; IS 432 (Part I); IS 456; IS 516; IS 783; IS 1139; IS 1199; IS 1239; IS 1520; IS 1536; IS 1537; IS 1592; IS 1710; IS 1786; IS 2253; IS 3114; IS 3370; IS 3589; IS 4082; IS 4097; IS 6530; IS 7323; IS 8112; IS 8329; IS 9103; IS 9283; IS 9523; IS 12288; IS 14182
NH 48 at Nandhiyalam- BID DOC AND TECH S,Pipes (PVC and GI),IS 1239; IS 1536; IS 1537; IS 3043; IS 4985; IS 6530; IS 7634; IS 9523; IS 14182; IS 14220,,10,,Not checked,Text PDF,Usable,https://www.twadboard.tn.gov.in/sites/default/files/Tender/NH%2048%20at%20Nandhiyalam-%20BID%20DOC%20AND%20TECH%20SPECTN.pdf,IS 1239; IS 1536; IS 1537; IS 6530; IS 9523; IS 14182; IS 14220
1RE43JJM2NITAyrP1.pdf,Pipes (PVC and GI),IS 210; IS 269; IS 383; IS 388; IS 456; IS 702; IS 1239 (Part 1); IS 1489; IS 1536; IS 1726; IS 1846; IS 1848; IS 1916; IS 1983 (Part 1); IS 2502; IS 2834; IS 3370; IS 3370 (Part 1); IS 3589; IS 4905; IS 4985; IS 5312; IS 5822; IS 6950; IS 8329; IS 10221; IS 10500; IS 14845; IS 14846; IS 14848,,30,,Not checked,Text PDF,Usable,https://kwa.kerala.gov.in/wp-content/uploads/2021/03/1RE43JJM2NITAyrP1.pdf,IS 210; IS 269; IS 383; IS 388; IS 456; IS 702; IS 1239 (Part 1); IS 1489; IS 1536; IS 1726; IS 1846; IS 1848; IS 1916; IS 1983 (Part 1); IS 2502; IS 2834; IS 3370; IS 3370 (Part 1); IS 3589; IS 4905; IS 5312; IS 5822; IS 6950; IS 8329; IS 10221; IS 10500; IS 14845; IS 14846; IS 14848
Tendernotice_166.pdf,Pipes (PVC and GI),IS 456; IS 1199; IS 1592; IS 4985; IS 8329,,5,,Not checked,Text PDF,Usable,https://kwa.kerala.gov.in/wp-content/uploads/2021/08/Tendernotice_166.pdf,IS 456; IS 1199; IS 1592; IS 8329
04062026.pdf,Pipes (PVC and GI),IS 150; IS 383; IS 456; IS 500; IS 1390; IS 1489; IS 1796; IS 1893; IS 2185; IS 3614; IS 5382; IS 8112; IS 9103; IS 10262; IS 13592; IS 16700,,16,,Not checked,Text PDF,Usable,https://dda.gov.in/sites/default/files/tender/04062026.pdf,IS 150; IS 383; IS 456; IS 500; IS 1390; IS 1489; IS 1796; IS 1893; IS 2185; IS 3614; IS 5382; IS 8112; IS 9103; IS 10262; IS 16700
Tender-Recycled-Water-Piping-2025.pdf,Pipes (PVC and GI),IS 123; IS 210; IS 228; IS 318; IS 383; IS 432; IS 432 (Part I); IS 456; IS 457; IS 458; IS 516; IS 585; IS 650; IS 694; IS 702; IS 732; IS 771; IS 771 (Part I); IS 778; IS 780; IS 783; IS 786; IS 800; IS 1172; IS 1200; IS 1200 (Part 19); IS 1239; IS 1343; IS 1514; IS 1566; IS 1570; IS 1599; IS 1608; IS 1703; IS 1726; IS 1742; IS 1786; IS 1791; IS 1838 (Part I); IS 1893; IS 2062; IS 2064; IS 2065; IS 2204; IS 2210; IS 2274; IS 2405; IS 2430; IS 2438; IS 2502; IS 2505; IS 2506; IS 2514; IS 2527; IS 2548 (Part 1); IS 2571; IS 2645; IS 2720; IS 2720 (Part 8); IS 2722; IS 2750; IS 2751; IS 2770; IS 3025; IS 3043; IS 3073; IS 3366; IS 3370; IS 3384; IS 3385; IS 3414; IS 3558; IS 3696; IS 3764; IS 3935; IS 4014; IS 4032; IS 4038; IS 4082; IS 4111; IS 4326; IS 4656; IS 4925; IS 4985; IS 4990; IS 5120; IS 5211; IS 5329; IS 5525; IS 5600; IS 5892; IS 6784; IS 6925; IS 7242; IS 7251; IS 7558; IS 7861; IS 7969; IS 8034; IS 8112; IS 8142; IS 8989; IS 9013; IS 9103; IS 9284; IS 9417; IS 10262; IS 11993; IS 12118; IS 12235; IS 12288; IS 12330; IS 13592; IS 13827; IS 13828; IS 13920,,116,,Not checked,Text PDF,Multi-scope,https://www.iimb.ac.in/sites/default/files/inline-files/Tender-Recycled-Water-Piping-2025.pdf,
NIT_1777542017.pdf,Pipes (PVC and GI),IS 277; IS 733; IS 1285; IS 1341; IS 1868; IS 2095; IS 2095 (Part I); IS 5382; IS 6911; IS 10192; IS 12817; IS 12866; IS 13592; IS 13983; IS 15622; IS 15905,,16,,Not checked,Text PDF,Usable,https://rohp.esic.gov.in/attachments/tenderfile/NIT_1777542017.pdf,IS 277; IS 733; IS 1285; IS 1341; IS 1868; IS 2095; IS 2095 (Part I); IS 5382; IS 6911; IS 10192; IS 12817; IS 12866; IS 13983; IS 15622; IS 15905
NIT-WATER-AMRUT.pdf,Pipes (PVC and GI),IS 102; IS 210; IS 226; IS 269; IS 318; IS 325; IS 335; IS 383; IS 432; IS 455; IS 456; IS 457; IS 554; IS 778; IS 779; IS 783; IS 784; IS 814; IS 816; IS 817; IS 875; IS 875 (Part I); IS 1180; IS 1180 (Part 1); IS 1182; IS 1239; IS 1271; IS 1343; IS 1367; IS 1377; IS 1489; IS 1520; IS 1538; IS 1538 (Part I); IS 1542; IS 1554; IS 1570; IS 1608; IS 1622; IS 1710; IS 1730; IS 1747; IS 1786; IS 1852; IS 1865; IS 1888; IS 1893; IS 1894; IS 2026; IS 2062; IS 2074; IS 2099; IS 2104; IS 2254; IS 2309; IS 2386; IS 2530; IS 2595; IS 2598; IS 2692; IS 2705; IS 2825; IS 2959; IS 3025; IS 3042; IS 3043; IS 3046; IS 3073; IS 3078; IS 3347; IS 3370; IS 3370 (Part I); IS 3589; IS 3597; IS 3600; IS 3613; IS 3658; IS 3696; IS 3764; IS 3913; IS 3917; IS 3975; IS 4031; IS 4257; IS 4260; IS 4353; IS 4691; IS 4711; IS 4722; IS 4736; IS 4853; IS 4890; IS 4905; IS 4926; IS 4984; IS 5082; IS 5120; IS 5308; IS 5321; IS 5330; IS 5334; IS 5382; IS 5477; IS 5504; IS 5561; IS 5822; IS 5831; IS 6005; IS 6295; IS 6304; IS 6419; IS 6452; IS 6518; IS 6631; IS 6909; IS 7090; IS 7098; IS 7181; IS 7205; IS 7280; IS 7322; IS 7328; IS 7343; IS 7357; IS 7421; IS 7634; IS 7634 (Part 2); IS 7634 (Part II); IS 8008; IS 8008 (Part I); IS 8041; IS 8043; IS 8062; IS 8112; IS 8130; IS 8329; IS 8360 (Part I); IS 8623; IS 9137; IS 9523; IS 9595; IS 9668; IS 9845; IS 10141; IS 10146; IS 10221; IS 10500; IS 10748; IS 11682; IS 11906; IS 12269; IS 12288; IS 12330; IS 12615; IS 13095; IS 13213; IS 13349; IS 13871; IS 13920; IS 14333; IS 14845; IS 14846; IS 16676; IS 16719; IS 32475,,165,,Not checked,Text PDF,Multi-scope,https://saugor.cantt.gov.in/wp-content/uploads/sites/44/2024/10/NIT-WATER-AMRUT.pdf,
Technical_Specification.pdf,Unclassified,,,0,,Not checked,Scanned PDF,Not extractable,https://www.cipet.gov.in/tender-notice/downloads/18-09-2024-002/Technical_Specification.pdf,
Hyd machine Tender.pdf,Pipes (PVC and GI),IS 4984; IS 4985; IS 12235; IS 14151,,4,,Not checked,Text PDF,Usable,https://www.bis.gov.in/other/Hyd%20machine%20Tender.pdf,IS 14151
k32hOYr6VOtl31KIKLvAcvehGE9hwSOcQyyNUok9,Pipes (PVC and GI),IS 383; IS 455; IS 456; IS 800; IS 1077; IS 1124; IS 1489; IS 1597; IS 2645; IS 2974; IS 3370; IS 3495; IS 3629; IS 4082; IS 4985; IS 5454; IS 9103; IS 12118,,18,,Not checked,Text PDF,Usable,https://sameer.gov.in/storage/tenders/k32hOYr6VOtl31KIKLvAcvehGE9hwSOcQyyNUok9.pdf,IS 383; IS 455; IS 456; IS 800; IS 1077; IS 1124; IS 1489; IS 1597; IS 2645; IS 2974; IS 3370; IS 3495; IS 3629; IS 4082; IS 5454; IS 9103; IS 12118
17_EE_D-III_WS_KMDA_,Unclassified,,,0,,Not checked,Other,Not extractable,https://kmda.wb.gov.in/upload_file/tender/17_EE_D-III_WS_KMDA_,
Tender05_06_2026.pdf,Pipes (PVC and GI),IS 4984; IS 12786,,2,,Not checked,Text PDF,Usable,https://agriculturemizoram.nic.in/Downloads/Tender05_06_2026.pdf,IS 12786
NIQ12_4e821e0d-1a98-4717-9a29-31c07b111a,Unclassified,,,0,,Not checked,Other,Not extractable,https://cewacor.nic.in/Document/2024/January/Work_Documents/Applicant_Recno1//NIQ12_4e821e0d-1a98-4717-9a29-31c07b111aad.pdf,
37_Merge 1 Detailed Project Report Pollu,Unclassified,,,0,,Not checked,Other,Not extractable,https://www.nmcg.nic.in/writereaddata/fileupload/37_Merge%201%20Detailed%20Project%20Report%20Pollution%20Abatement%20of%20Tolly,
FINAL_GEM_BID_PUBLISHED_0.pdf,Pipes (PVC and GI),IS 285; IS 808; IS 863; IS 1786; IS 3513 (Part 2); IS 3757; IS 4984; IS 5715; IS 5725; IS 6312; IS 6623; IS 6649; IS 60898 (Part 1); IS 60947 (Part 2),,14,,Not checked,Text PDF,Usable,https://sjvn.nic.in/sites/default/files/2026-06/FINAL_GEM_BID_PUBLISHED_0.pdf,IS 285; IS 808; IS 863; IS 1786; IS 3513 (Part 2); IS 3757; IS 5715; IS 5725; IS 6312; IS 6623; IS 6649; IS 60898 (Part 1); IS 60947 (Part 2)
1733734243.pdf,Pipes (PVC and GI),IS 15778,,1,,No,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/7220098/1733734243.pdf,
afbe14dc30295b79ea52cbfa9d52f160.pdf,Electrical cables and wiring,IS 694; IS 798; IS 1554 (Part 1); IS 2721; IS 3099; IS 4595; IS 4985; IS 5653; IS 6175; IS 7098 (Part 1); IS 7809 (Part 3); IS 10124; IS 14933; IS 15778; IS 16014,,15,,Not checked,Text PDF,Usable,https://rokarnataka.esic.gov.in/attachments/tenderfile/afbe14dc30295b79ea52cbfa9d52f160.pdf,IS 798; IS 2721; IS 3099; IS 4595; IS 5653; IS 6175; IS 7809 (Part 3); IS 14933; IS 16014
1722234857_Vol-3.pdf,Pipes (PVC and GI),IS 2556; IS 2878; IS 3224; IS 4947; IS 4989 (Part II); IS 7285; IS 10204; IS 12701; IS 13592; IS 13849; IS 14609; IS 15778,,12,,Not checked,Text PDF,Usable,https://epi.gov.in/admin/image/tenders/1722234857_Vol-3.pdf,IS 2556; IS 2878; IS 3224; IS 4947; IS 4989 (Part II); IS 7285; IS 10204; IS 12701; IS 13849; IS 14609
Fr-06-2022-06-39-36Tender BRL microbiolo,Pipes (PVC and GI),IS 303; IS 1200; IS 2046; IS 2835; IS 6315; IS 13592; IS 15778,,7,,Not checked,Text PDF,Usable,https://www.wbpcb.gov.in/files/Fr-06-2022-06-39-36Tender%20BRL%20microbiology%20room%20civil%20pdf.pdf,IS 303; IS 1200; IS 2046; IS 2835; IS 6315
20231118104624.pdf,Electrical cables and wiring,IS 732; IS 1285; IS 1868; IS 2835; IS 3564; IS 4457; IS 10151; IS 15622; IS 15778,,9,,Not checked,Text PDF,Usable,https://kolkatacustoms.gov.in/storage/uploads/custom_notice_order/20231118104624.pdf,IS 1285; IS 1868; IS 2835; IS 3564; IS 4457; IS 10151; IS 15622
26c1197.pdf,Electrical cables and wiring,IS 104; IS 112; IS 210; IS 266; IS 325; IS 335; IS 444; IS 531; IS 778; IS 780; IS 822; IS 875; IS 884; IS 901; IS 903; IS 933; IS 1069; IS 1146; IS 1180 (Part 1); IS 1239; IS 1248; IS 1641; IS 1761; IS 1885; IS 2026; IS 2062; IS 2099; IS 2147; IS 2171; IS 2176; IS 2190; IS 2202; IS 2379; IS 2551; IS 2705; IS 2872; IS 2878; IS 2932; IS 3043; IS 3136; IS 3156; IS 3224; IS 3231; IS 3347; IS 3427; IS 3624; IS 3639; IS 3842; IS 3844; IS 4237; IS 4540; IS 4985; IS 5051; IS 5082; IS 5312 (Part 1); IS 5424; IS 5522; IS 5903; IS 6071; IS 6382; IS 6392; IS 7834; IS 8034; IS 8320; IS 8544; IS 8623; IS 10118; IS 11108; IS 11355; IS 13095; IS 13118; IS 13592; IS 13947; IS 14735; IS 15549,,75,,Not checked,Text PDF,Multi-scope,https://www.tcil.net.in/tender/pdf/26c1197.pdf,
RFP.pdf,Electrical cables and wiring,IS 209; IS 277; IS 458; IS 694; IS 732; IS 875 (Part III); IS 1172; IS 1293; IS 1400; IS 1641; IS 1644; IS 1646; IS 1786; IS 1913; IS 2147; IS 2551; IS 3043; IS 3224; IS 3231; IS 3480; IS 3837; IS 3854; IS 4237; IS 4615; IS 4736; IS 4985; IS 5133; IS 5216; IS 5329; IS 6315; IS 6745; IS 7285; IS 8623; IS 8828; IS 9537; IS 9537 (Part 3); IS 10118; IS 11353; IS 12640; IS 13021 (Part I); IS 13021 (Part II); IS 13947; IS 15622; IS 15683; IS 16104; IS 16105; IS 16106; IS 16107 (Part 1); IS 16107 (Part 2),,49,,Not checked,Text PDF,Multi-scope,https://www.nmrcnoida.com/Content/pdf/184_01/RFP.pdf,
Bid Document-Vol.II_1.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://www.twadboard.tn.gov.in/sites/default/files/Tender/Bid%20Document-Vol.II_1.pdf,
E-TENDER-NOTICE_0.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://kwa.kerala.gov.in/wp-content/uploads/2021/03/E-TENDER-NOTICE_0.pdf,
NIT_JJM_Williamnagar_2024.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://megphed.gov.in/notices/NIT_JJM_Williamnagar_2024.pdf,
NIT-04_SE_WC_WS_KMDA_of_2024-25.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://kmda.wb.gov.in/upload_file/tender/NIT-04_SE_WC_WS_KMDA_of_2024-25.pdf,
Tender_Pipes.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://www.cochinport.gov.in/sites/default/files/2023-08/Tender_Pipes.pdf,
NIT_05_EE_WD13_DDA.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://dda.gov.in/sites/default/files/tender/NIT_05_EE_WD13_DDA.pdf,
Tender-Water-Piping-Works.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://www.iimb.ac.in/sites/default/files/inline-files/Tender-Water-Piping-Works.pdf,
1691234567.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/4201211/1691234567.pdf,
specc11_2024-07-29-11-25-42_efee840533ef,Pipes (PVC and GI),IS 4984,,1,,No,Text PDF,Usable,https://mkp.gem.gov.in/catalog_data/catalog_support_document/buyer_documents/1544194/54/78/703/CatalogAttrs/SpecificationDocument/2024/7/29/specc11_2024-07-29-11-25-42_efee840533ef7d34a323ecea84cd37da.pdf,
Technical_Bid_Section_1_to_5_pdf-2023-Oc,Electrical cables and wiring,IS 100; IS 269; IS 277; IS 300; IS 325; IS 335; IS 375; IS 424; IS 455; IS 456; IS 458; IS 554; IS 636; IS 638; IS 694; IS 722; IS 732; IS 778; IS 780; IS 781; IS 800; IS 814; IS 817; IS 875; IS 875 (Part 1); IS 884; IS 900; IS 901; IS 902; IS 903; IS 904; IS 907; IS 908; IS 909; IS 937; IS 1018; IS 1030; IS 1239; IS 1248; IS 1343; IS 1489; IS 1520; IS 1536; IS 1537; IS 1538; IS 1554; IS 1568; IS 1570; IS 1641; IS 1642; IS 1643; IS 1644; IS 1646; IS 1727; IS 1785; IS 1786; IS 1822; IS 1893; IS 1904; IS 1944; IS 2026; IS 2026 (Part 1); IS 2062; IS 2099; IS 2147; IS 2190; IS 2208; IS 2256 (Part 7); IS 2274; IS 2309; IS 2516; IS 2556; IS 2592; IS 2705; IS 2705 (Part 1); IS 2713; IS 2834; IS 2871; IS 2930; IS 2950; IS 2959; IS 3034; IS 3043; IS 3156; IS 3156 (Part 1); IS 3202; IS 3231; IS 3346; IS 3370; IS 3370 (Part I); IS 3427; IS 3589; IS 3614; IS 3624; IS 3646; IS 3716; IS 3792; IS 3812; IS 3837; IS 3844; IS 3939; IS 3961; IS 3975; IS 3989; IS 4029; IS 4031 (Part 6); IS 4047; IS 4146; IS 4201; IS 4326; IS 4722; IS 4729; IS 4889; IS 5082; IS 5290; IS 5553; IS 5571; IS 5572; IS 5831; IS 6073; IS 6121; IS 6392; IS 6600; IS 6665; IS 7098; IS 7637; IS 7752; IS 7816; IS 8090; IS 8130; IS 8142; IS 8329; IS 8442; IS 8478; IS 8623; IS 8757; IS 9457; IS 9537; IS 9595; IS 9668; IS 9972; IS 10028; IS 10028 (Part II); IS 10221; IS 10270; IS 10297; IS 10418; IS 10561; IS 10810; IS 11101; IS 11171; IS 11353; IS 11384; IS 11447; IS 12089; IS 12349; IS 12360; IS 12407; IS 12469; IS 12585; IS 12592; IS 12823; IS 12894; IS 12933; IS 13039; IS 13095; IS 13118; IS 13346; IS 13408; IS 13592; IS 13779; IS 13920; IS 13947; IS 14268; IS 15105; IS 15450; IS 15477; IS 15622; IS 15778; IS 15916; IS 15917; IS 16415; IS 16471; IS 17505; IS 18189; IS 60947; IS 62305,,187,,Not checked,Text PDF,Multi-scope,https://www.rites.com/Upload/Tender/Technical_Bid_Section_1_to_5_pdf-2023-Oct-27-10-32-38.pdf,
2_tender2020-1.pdf,Electrical cables and wiring,IS 100; IS 210; IS 236; IS 277; IS 307; IS 335; IS 487; IS 636; IS 694; IS 780; IS 800; IS 813; IS 816; IS 820; IS 875; IS 884; IS 903; IS 1161; IS 1180; IS 1239; IS 1248; IS 1363; IS 1477; IS 1538; IS 1601; IS 1651; IS 1879 (Part 1); IS 1886; IS 1893; IS 2026; IS 2026 (Part I); IS 2062; IS 2190; IS 2386 (Part i); IS 2386 (Part iv); IS 2576; IS 2667; IS 2705 (Part I); IS 3224; IS 3589; IS 3844; IS 4038; IS 5082; IS 5132; IS 5290; IS 5312; IS 5640; IS 6392; IS 7098; IS 7285; IS 8130; IS 8623; IS 10002; IS 10221; IS 10500; IS 11149; IS 11171; IS 13947; IS 15105; IS 15683,,60,,Not checked,Text PDF,Multi-scope,https://www.mea.gov.in/Portal/Tender/4337_1/2_tender2020-1.pdf,
c5c7462d-890c-4699-b4c1-6ae7c75ed379.pdf,Unclassified,IS 456; IS 516; IS 612; IS 707; IS 733; IS 1003; IS 1038; IS 1081; IS 1199; IS 1285; IS 1489; IS 1868; IS 2190; IS 2386; IS 2835; IS 3989; IS 4043; IS 4925; IS 6057; IS 7088; IS 7969; IS 8112; IS 9103; IS 12330; IS 13753; IS 13755; IS 15622,,27,,Not checked,Text PDF,Usable,https://sportsauthorityofindia.gov.in/sai_new/public/assets/uploads/tenders/c5c7462d-890c-4699-b4c1-6ae7c75ed379.pdf,IS 456; IS 516; IS 612; IS 707; IS 733; IS 1003; IS 1038; IS 1081; IS 1199; IS 1285; IS 1489; IS 1868; IS 2190; IS 2386; IS 2835; IS 3989; IS 4043; IS 4925; IS 6057; IS 7088; IS 7969; IS 8112; IS 9103; IS 12330; IS 13753; IS 13755; IS 15622
1000_2026-02-09-17-29-00_bab7b8f4743e00c,Pipes (PVC and GI),IS 4985,,1,,No,Text PDF,Usable,https://mkp.gem.gov.in/catalog_data/catalog_support_document/buyer_documents/101293/54/78/703/CatalogAttrs/SpecificationDocument/2026/2/9/1000_2026-02-09-17-29-00_bab7b8f4743e00cb65542c38a6f7e34d.pdf,
1780737906.pdf,Unclassified,IS 760; IS 2530; IS 7328; IS 14885,,4,,Not checked,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/9432066/1780737906.pdf,IS 760; IS 2530; IS 7328
enit_14_med_08012025.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://udma.wb.gov.in/public/uploads/tender_pdf/enit_14_med_08012025.pdf,
Bid-Document-DI-Pipes.pdf,Pipes (PVC and GI),IS 5382; IS 8329; IS 11606,,3,,Not checked,Text PDF,Usable,https://megphed.gov.in/tenders/Bid-Document-DI-Pipes.pdf,IS 5382; IS 8329; IS 11606
PMWD_Tender_24102017.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://www.bis.gov.in/other/PMWD_Tender_24102017.pdf,
1715775667.pdf,Pipes (PVC and GI),IS 4984,,1,,No,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/6406831/1715775667.pdf,
tender-notice-for-supply-of-lldpe-hdpe-p,Unclassified,,,0,,Not checked,Scanned PDF,Not extractable,https://horticulture.mizoram.gov.in/uploads/attachments/2024/10/e052647b6d37e6ca9359cd9c7d1870c8/tender-notice-for-supply-of-lldpe-hdpe-pipes.pdf,
purchase_tender_2025-09-09-17-58-55.pdf,Pipes (PVC and GI),IS 4984,,1,,No,Text PDF,Usable,https://ucil.gov.in/public/uploads/purchase_tender/purchase_tender_2025-09-09-17-58-55.pdf,
final_tech_specs_2026-05-18-12-16-41_84f,Pipes (PVC and GI),IS 4984,,1,,No,Text PDF,Usable,https://mkp.gem.gov.in/catalog_data/catalog_support_document/buyer_documents/18700182/54/78/703/CatalogAttrs/SpecificationDocument/2026/5/18/final_tech_specs_2026-05-18-12-16-41_84f4d5fb7a31458b46683242e2fa1206.pdf,
tech_spec_hdpe_pipe_280_mm__dbm_2026-07-,Pipes (PVC and GI),IS 4984,,1,,No,Text PDF,Usable,https://mkp.gem.gov.in/catalog_data/catalog_support_document/buyer_documents/659643/54/78/703/CatalogAttrs/SpecificationDocument/2026/7/4/tech_spec_hdpe_pipe_280_mm__dbm_2026-07-04-19-05-16_c305c36e60097d3cae0d535a91c24b48.pdf,
21-02-2024-14.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://forest.wb.gov.in/download/21-02-2024-14.pdf,
033-PHE.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://kolkatapolice.gov.in/wp-content/uploads/2026/06/033-PHE.pdf,
ETH_7000024960_311022.pdf,Pipes (PVC and GI),IS 150; IS 1367 (Part 3); IS 1729; IS 2202 (Part I); IS 3043; IS 4985; IS 6313 (Part III); IS 6746; IS 7834; IS 11551; IS 13592; IS 14735; IS 14856; IS 15622; IS 15778; IS 16098,,16,,Not checked,Text PDF,Usable,https://www.mcgm.gov.in/irj/go/km/docs/documents/Tenders/ETH/ETH_7000024960_311022.pdf,IS 150; IS 1367 (Part 3); IS 1729; IS 2202 (Part I); IS 6313 (Part III); IS 6746; IS 11551; IS 14856; IS 15622
ilovepdf_merged_3.pdf,Pipes (PVC and GI),IS 15778,,1,,No,Text PDF,Usable,https://fremaa.assam.gov.in/sites/default/files/swf_utility_folder/departments/fremaa_webcomindia_org_oid_4/menu/right_menu/right_menu/ilovepdf_merged_3.pdf,
MJP-SSR-2021-22.pdf,Pipes (PVC and GI),IS 210; IS 458; IS 783; IS 784; IS 1239; IS 1536; IS 1538; IS 1865; IS 3531; IS 3589; IS 4984; IS 4985; IS 7634 (Part II); IS 8329; IS 9523; IS 10221; IS 10500; IS 10553 (Part II); IS 12820; IS 13095; IS 13382; IS 13620; IS 14845; IS 14846; IS 15155; IS 16098; IS 16676,,27,,Not checked,Text PDF,Usable,https://mjp.maharashtra.gov.in/wp-content/uploads/2023/01/MJP-SSR-2021-22.pdf,IS 210; IS 458; IS 783; IS 784; IS 1239; IS 1536; IS 1538; IS 1865; IS 3531; IS 3589; IS 8329; IS 9523; IS 10221; IS 10500; IS 10553 (Part II); IS 12820; IS 13095; IS 13382; IS 13620; IS 14845; IS 14846; IS 15155; IS 16676
17_EE_D-III_WS_KMDA_(3rd_call).pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://kmda.wb.gov.in/upload_file/tender/17_EE_D-III_WS_KMDA_(3rd_call).pdf,
Chenna Kuppam Well No.4 Schedule A_0.pdf,Pipes (PVC and GI),IS 1239; IS 4985,,2,,Not checked,Text PDF,Usable,https://www.twadboard.tn.gov.in/sites/default/files/Tender/Chenna%20Kuppam%20Well%20No.4%20Schedule%20A_0.pdf,IS 1239
